id,name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,license,price_in_USD,long_term,price_per_night
756992147062370213,Stay in Art/1 min walk Koenji Sta./BnA Koenji 3F,BnA Home,Suginami Ku,35.706145057394835,139.6505941,Private room,22343,1,56,2,hotels and inns business act | 杉並区杉並保健所 | 27杉保衛環第673号,144.1483870967742,False,22343
757476400745554492,池袋車站步行6分鐘搭車山手線6分鐘直達新宿_30A,Yu Cheng,Toshima Ku,35.7249428,139.7076217,Private room,13000,1,1,6,hotels and inns business act | 豊島区池袋保健所 | 4豊池保衛環き第129号,83.87096774193549,False,13000
757543864755431636,『5 min. from Kanda St. 』Luxurious Living Sukumo 3F,Wherely,Chiyoda Ku,35.69281,139.77539,Entire home/apt,33814,1,67,17,hotels and inns business act | 千代田区保健所 | 2千千保生環き第95号,218.15483870967742,False,33814
757578205429839123,『5 min. from Kanda St. 』Luxurious Living Sukumo 6F,Wherely,Chiyoda Ku,35.69305,139.77519,Entire home/apt,30986,1,30,17,hotels and inns business act | 千代田区保健所 | 2千千保生環き第95号,199.90967741935484,False,30986
757596670318963137,『5 min from Kanda St. 』Luxurious Living Sukumo 10F,Wherely,Chiyoda Ku,35.69234,139.77352,Entire home/apt,38443,1,43,17,hotels and inns business act | 千代田区保健所 | 2千千保生環き第95号,248.0193548387097,False,38443
757819857552410618,65/東京観光に便利/最大9名/新宿10分・渋谷13分/3階建の一軒家の貸切/wifi.,UI Home Company,Suginami Ku,35.66953808397805,139.62854957611702,Entire home/apt,39150,2,26,62,hotels and inns business act | 杉並区杉並保健所 | 4杉保衛環第178号,252.58064516129033,False,19575
758908933460324118,奥多摩の家 つくも(最大5人部屋),Akihiro,Okutama Machi,35.809986714847206,139.13076836116792,Private room,13500,1,7,2,m130031937,87.09677419354838,False,13500
758946180960468271,奥多摩の家 つくも　(最大2人部屋),Akihiro,Okutama Machi,35.81198000883237,139.13229801537153,Private room,15571,1,13,2,m130031937,100.45806451612903,False,15571
759091838654610154,Nomad Hostel / Semi-Private Dorm / Desk&Chair 6,Nomad,Sumida Ku,35.70475,139.79946,Shared room,3300,2,9,75,hotels and inns business act | 墨田区保健所 | 30墨福衛生環第219号,21.29032258064516,False,1650
759125131744841942,池袋車站步行6分鐘 搭車山手線6分鐘直達新宿_30B,Yu Cheng,Toshima Ku,35.7249428,139.7076217,Private room,13000,1,19,6,hotels and inns business act | 豊島区池袋保健所 | 4豊池保衛環き第129号,83.87096774193549,False,13000
759144799701133086,池袋車站步行6分鐘 搭車山手線6分鐘直達新宿_20A,Yu Cheng,Toshima Ku,35.7249428,139.7076217,Private room,13000,1,7,6,hotels and inns business act | 豊島区池袋保健所 | 4豊池保衛環き第129号,83.87096774193549,False,13000
762892194332958931,3间套房 3套卫浴 晴空塔SKYTREE 地铁步行5分 免費網路 機場浅草上野迪士尼直達,國民,Sumida Ku,35.71033,139.81398,Entire home/apt,68000,2,5,34,m130020586,438.7096774193548,False,34000
762914196311617112,3套卫浴 MAX12人 淺草直達 機場直達 廚房 洗衣機 押上站徒步5分 澀谷 表參道直達,國民,Sumida Ku,35.70976,139.81655,Entire home/apt,67714,2,2,34,hotels and inns business act | 墨田区保健所 | 5墨福衛生環第75号,436.86451612903227,False,33857
763606435765440741,Shinjuku/2 BDR/2 bath/5 min to Subway *English OK*,Eric,Shinjuku Ku,35.7020188446181,139.70854312469257,Entire home/apt,25229,1,11,110,m130001819,162.76774193548388,False,25229
764101850668940421,2套卫浴 2间套房 附近24H便利商店  SKYTREE地铁步行5分 洗衣機  天台晴空塔觀景台,國民,Sumida Ku,35.70971,139.81455,Entire home/apt,42857,2,21,34,m130020589,276.4967741935484,False,21428
764969531009625240,ペットと気軽に泊まれるお部屋,直子,Ome Shi,35.800122256544135,139.1831516535093,Private room,4457,1,54,4,m130030502,28.75483870967742,False,4457
765055959155131602,懐かしい空間～おばあちゃんちに来たみたい,直子,Ome Shi,35.80087,139.18412,Entire home/apt,6057,1,91,4,m130030502,39.07741935483871,False,6057
765124940515528486,A0宿東新宿COZY ROOM/JR山手線「新宿」徒步圈內/地下鉄「東新宿」徒歩4分/11,恵,Shinjuku Ku,35.69966,139.71001,Entire home/apt,14099,2,30,60,m130029154,90.96129032258065,False,7050
765435502514303040,"Room101 , located in the birthplace of animation",David,Nerima Ku,35.75805,139.57541,Private room,8014,1,6,5,m130031952,51.70322580645161,False,8014
765439723838426493,Sakura·5F stylish and safe clean Ginza/Tsukiji,一居,Chuo Ku,35.6658639,139.7752233,Entire home/apt,31286,1,83,14,hotels and inns business act | 中央区保健所 | 29 中保生環き 第138号,201.84516129032258,False,31286
765465780222504845,1DKS large room/max 7people!/stayme Kinshicho 702,圭太,Sumida Ku,35.69249,139.80673,Entire home/apt,24710,1,40,26,m130032083,159.41935483870967,False,24710
765466263142470447,Uhome Kamiitanashi 103・Comfy Room nr Sta・Free WIFI,Feng,Itabashi Ku,35.763943779114406,139.67564882025857,Private room,10179,1,21,48,m130027566,65.67096774193548,False,10179
766195572776942151,2min walk  from Ueno Sta/4 ppl/with a kitchen/ F,Stayme,Taito Ku,35.71459,139.77839,Private room,46736,1,31,31,hotels and inns business act | 東京都台東区台東保健所 | 4台台健生環き第10086号,301.52258064516127,False,46736
766244007691218615,new open 4bedrooms ikebukuro 3mins 樱子家双卫双浴带停车场,樱子,Toshima Ku,35.729219,139.7051782,Entire home/apt,44786,2,49,3,m130004993,288.94193548387096,False,22393
766338087976484877,Legal302 Akigawa0.4/Yokota2.7mi 2p ~12 ‘23bath,Max Masaking,Akiruno Shi,35.72601165678048,139.29358939934832,Entire home/apt,6569,1,11,15,m130031705,42.380645161290325,False,6569
766377654738894081,Free WiFi! Available for three people! Ikebukuro,Izumi,Toshima Ku,35.72912,139.72581,Entire home/apt,18244,2,9,3,hotels and inns business act | 豊島区池袋保健所 | 4豊池保衛環き第90号,117.70322580645161,False,9122
766844800808001564,２０１室-池袋駅へアクセスやすいアニメーションの起源地にある日本の日常が体験できる大泉学園ヴィラ,David,Nerima Ku,35.7544,139.575933,Private room,7723,1,9,5,m130031952,49.825806451612905,False,7723
767081635532392860,JR山手線・地下鉄「池袋」C1出口から徒歩7 分ダブルベッド２台・徒歩５分スーパー有り・2階階段のみ,恵,Toshima Ku,35.7343245,139.7023259,Entire home/apt,19000,2,25,60,m130033163,122.58064516129032,False,9500
767205218011025048,洗衣機 公寓式套房 晴空塔車站徒步5分 機場直達 廚房 附近有居酒屋 Amin Hotel,國民,Sumida Ku,35.70641,139.81472,Private room,20571,2,17,34,hotels and inns business act | 墨田区保健所 | 5墨福衛生環第75号,132.71612903225807,False,10286
767682348581554785,１０１総武線新宿直通！欢迎留学生！上智、法政、明治、東京医科歯科大学！,肖冰,Koto Ku,35.6979992,139.837242,Entire home/apt,11427,3,23,13,hotels and inns business act | 江東区保健所 | ３０江健生環き第４９号,73.72258064516129,False,3809
768435114327626035,N501) Asakusa 5 minutes! Free WI-FI for 2 people!,Nibankan,Taito Ku,35.7222923,139.7968339,Entire home/apt,11500,1,24,1,m130013431,74.19354838709677,False,11500
768508982308032042,まる貸切・JR駅徒歩5分　池袋、新宿、渋谷、国際展示場まで一本電車で行ける・買物天国商店街徒歩2分,龍也,Kita Ku,35.76194689965406,139.7184101275922,Entire home/apt,18000,3,38,10,m130032101,116.12903225806451,False,6000
768532120043436082,JR亀戸駅東口3分钟，錦糸町一駅、成田、羽田空港、浅草、秋葉原、東京、新宿便利,堀,Koto Ku,35.694879986521954,139.82763089239597,Entire home/apt,17745,3,24,18,hotels and inns business act | 江東区保健所 | 31江健生環き第68号,114.48387096774194,False,5915
768653379547180288,"80yrs.old renovated, 45m2 atrium & round-wood beam",Kaz,Sumida Ku,35.72676,139.81419,Entire home/apt,25714,2,108,3,hotels and inns business act | 墨田区保健所 | 4墨福衛生環第223号,165.8967741935484,False,12857
769312893571198279,"Q5.3LDK Cozy Villa in Tokyo,7 min  Asakusa Station",明美,Taito Ku,35.71427,139.79978,Entire home/apt,43564,2,82,2,hotels and inns business act | 東京都台東区台東保健所 | ５台台健生環き第10203号,281.05806451612904,False,21782
761943582345897700,Good access to major central Tokyo stations! 201,Sumyca,Shibuya Ku,35.68716,139.6813,Entire home/apt,10355,1,37,14,m130032055,66.80645161290323,False,10355
761946007317626796,Near station! Popular Shibuya Ward/203,Sumyca,Shibuya Ku,35.68609,139.67914,Entire home/apt,10355,1,26,14,m130032057,66.80645161290323,False,10355
761947045133841948,Near station! Popular Shibuya Ward/301,Sumyca,Shibuya Ku,35.68739654234983,139.6796077640006,Entire home/apt,10355,1,23,14,m130032058,66.80645161290323,False,10355
761949895393774901,Near station! Popular Shibuya Ward/303,Sumyca,Shibuya Ku,35.68763,139.68063,Entire home/apt,10355,1,26,14,m130032060,66.80645161290323,False,10355
761950898980057483,"Shinjuku,one of Tokyo's urban areas, is nearby/",Sumyca,Shibuya Ku,35.68724,139.68126,Entire home/apt,15884,1,36,14,m130032061,102.47741935483872,False,15884
761952397480680562,"Shinjuku,one of Tokyo's urban areas, is nearby/",Sumyca,Shibuya Ku,35.68679,139.68113,Entire home/apt,17063,1,31,14,m130032062,110.08387096774193,False,17063
761973155159616668,"Newly built, beautiful designer apartment.    /201",圭太,Sumida Ku,35.691348661765446,139.8071712867804,Entire home/apt,13887,1,25,26,m130032069,89.59354838709677,False,13887
761976610955257560,Newly built/designer's/stayme Kinshicho 202,圭太,Sumida Ku,35.69321,139.80885,Entire home/apt,13887,1,30,26,m130032070,89.59354838709677,False,13887
761977557884053726,1DKS large room/max 7 people/stayme Kinshicho 203,圭太,Sumida Ku,35.69106,139.80721,Entire home/apt,18591,1,46,26,m130032071,119.94193548387096,False,18591
761978432406982656,Newly built/designer's/aLATO Kinshicho301,圭太,Sumida Ku,35.69141,139.80844,Entire home/apt,13887,1,25,26,m130032072,89.59354838709677,False,13887
761979208035762919,Newly built/designer's/aLATO Kinshicho 302,圭太,Sumida Ku,35.69242,139.80668,Entire home/apt,13887,1,30,26,m130032073,89.59354838709677,False,13887
761980830235315162,Newly built/designer's/stayme Kinshicho 401,圭太,Sumida Ku,35.69295,139.80879,Entire home/apt,13887,1,26,26,m130032075,89.59354838709677,False,13887
761981647748880056,Newly built/designer's/aLATO Kinshicho 402,圭太,Sumida Ku,35.69134,139.80835,Entire home/apt,13887,1,21,26,m130032076,89.59354838709677,False,13887
761982416094024068,1DKS large room/max 6people!/stayme Kinshicho 403,圭太,Sumida Ku,35.69169,139.80881,Entire home/apt,18122,1,33,26,m130032077,116.91612903225807,False,18122
761983158386812421,"Newly built, beautiful designer apartment/501",圭太,Sumida Ku,35.69115,139.80843,Entire home/apt,20357,1,12,26,m130032078,131.33548387096775,False,20357
761984420963191871,1DKS large room/max 7people!/ Kinshicho502,圭太,Sumida Ku,35.69102,139.80802,Entire home/apt,18591,1,39,26,m130032079,119.94193548387096,False,18591
761985211067552317,7 min walk from the station / Furnished / f01,圭太,Sumida Ku,35.69121404017224,139.80739522895908,Entire home/apt,25300,1,15,26,m130032080,163.2258064516129,False,25300
761986125085794017,1DKS large room/max 6people!/stayme Kinshicho 602,圭太,Sumida Ku,35.69305,139.80892,Entire home/apt,24121,1,48,26,m130032081,155.61935483870968,False,24121
762141178729084819,Baan Sook Sun Centre１- 15% off for monthly usage.,Cream Mama,Ota Ku,35.55423039937694,139.73289719695896,Entire home/apt,7068,1,36,2,m130029922,45.6,False,7068
762201979736945386,Shinjuku/2 BDR/2 bath/5 min to Subway *English OK*,Eric,Shinjuku Ku,35.701592248312195,139.70810237873027,Entire home/apt,25229,1,32,110,hotels and inns business act | 新宿区保健所 | 2新保衛環第104号,162.76774193548388,False,25229
762510583196770692,Ikebukuro|Tokyo|桜|最大6名|池袋駅徒歩8分|東京駅直通駅|ペット相談可,Kasa,Toshima Ku,35.72466,139.71252,Entire home/apt,18951,3,39,3,m130031427,122.26451612903226,False,6317
762542587614646804,2F Station 5 mins walk 65 sq ft 11 people,Wison,Toshima Ku,35.7307172,139.7333605,Entire home/apt,47500,1,31,12,hotels and inns business act | 豊島区池袋保健所 | 元豊池保衛環き第123号,306.4516129032258,False,47500
762576550743801323,【最大5名様】スカイツリーまで徒歩5分/浅草・秋葉原・上野など東京観光にアクセス良好,Asa,Sumida Ku,35.71290807397765,139.80973799123953,Entire home/apt,24920,2,92,2,m130037829,160.7741935483871,False,12460
762692264585948321,小さな部屋に、暮らすように滞在してみる。,三畳,Koganei Shi,35.70421,139.52291,Private room,7092,3,20,1,m130029821,45.75483870967742,False,2364
762882621122830985,Shinjuku/2 BDR/2 bath/5 min to Subway *English OK*,Eric,Shinjuku Ku,35.70384041893302,139.7066150530348,Entire home/apt,30176,1,11,110,m130001819,194.68387096774194,False,30176
774477915822557543,Shinjuku Warm House 2 bedrooms *English OK*,Eric,Shinjuku Ku,35.70010911891439,139.70725902479782,Entire home/apt,37286,1,82,110,hotels and inns business act | 新宿区保健所 | 2新保衛環第104号,240.55483870967743,False,37286
775265699632789612,西新宿201 Kaishu's Cozy House,恵,Nakano Ku,35.7007,139.68073,Entire home/apt,17242,2,25,60,m130032968,111.23870967741935,False,8621
775609281322954471,5 min walk to Honancho / with auto lock/101,Sumyca,Suginami Ku,35.68233,139.65364,Entire home/apt,11179,1,16,12,m130032102,72.12258064516129,False,11179
775614719058268188,5 min walk to Honancho / with auto lock/ a02,Sumyca,Suginami Ku,35.68229,139.65267,Entire home/apt,17886,1,14,12,m130032103,115.39354838709677,False,17886
775618302365615447,10 minutes to Shinjuku/ 5 minutes from the station,Sumyca,Suginami Ku,35.68270312455477,139.65262109175455,Entire home/apt,17886,2,34,12,m130032104,115.39354838709677,False,8943
775623360105108661,5 min walk to Honancho / with auto lock/ b03,Sumyca,Suginami Ku,35.682300029371,139.6541160455186,Entire home/apt,20006,1,20,12,m130032108,129.07096774193548,False,20006
775625603455682888,5 min walk to Honancho / with auto lock/ c01,Sumyca,Suginami Ku,35.68218614745327,139.65221556750774,Entire home/apt,10592,1,15,12,m130032109,68.33548387096774,False,10592
775634445865454188,5 min walk to Honancho / with auto lock/402,Sumyca,Suginami Ku,35.68433308072961,139.65245688220514,Entire home/apt,12354,2,25,12,m130032113,79.70322580645161,False,6177
776139711335698348,1 min walk from sta./Near Disney/Tokyo Sta. 15 min,Sylvia,Edogawa Ku,35.66421815641531,139.86099012993645,Entire home/apt,22757,3,43,20,m130032259,146.81935483870967,False,7586
776236242193760675,西新宿203 Kaishu's Cozy House,恵,Nakano Ku,35.69883,139.66446,Entire home/apt,15819,2,23,60,m130032970,102.05806451612904,False,7910
776330731423941048,2 train stops to Shinjuku Nishiguchi STA! 4ppl,Yuuri,Shinjuku Ku,35.699950254883454,139.7227903057008,Entire home/apt,16200,1,98,5,hotels and inns business act | 新宿区保健所 | 3新保衛環第57号,104.51612903225806,False,16200
776392058453758413,[東京4] 新宿駅まで1駅　人気の中野　明るい部屋(1〜5名)  長期滞在歓迎！,Kasumi,Nakano Ku,35.710079,139.664673,Entire home/apt,18286,2,80,3,hotels and inns business act | 中野区保健所 | 4中健衛環第213号,117.97419354838709,False,9143
776442750641246923,2 train stops to Shinjuku Nishiguchi STA! 4ppl,Yuuri,Shinjuku Ku,35.7012,139.72332,Entire home/apt,15571,1,93,5,hotels and inns business act | 新宿区保健所 | 3新保衛環第57号,100.45806451612903,False,15571
776475759871970283,おしゃれなデザイナー集合住宅　青山・表参道エリア　駅から徒歩5分,Gen,Shibuya Ku,35.667967130845724,139.7113020544327,Entire home/apt,28353,2,42,2,m130002582,182.9225806451613,False,14176
776477020984967376,2 train stops to Shinjuku Nishiguchi STA! 3ppl,Yuuri,Shinjuku Ku,35.70209,139.72313,Entire home/apt,15857,1,94,5,hotels and inns business act | 新宿区保健所 | 3新保衛環第57号,102.30322580645161,False,15857
776491987593670951,2 train stops to Shinjuku Nishiguchi STA! 4ppl,Yuuri,Shinjuku Ku,35.69980192707828,139.7233979074471,Entire home/apt,15557,1,107,5,hotels and inns business act | 新宿区保健所 | 3新保衛環第57号,100.36774193548388,False,15557
776837289711066367,"中野駅徒歩5分、スーパー繁華街近く、
専用バス、トイレ付き",小松,Nakano Ku,35.70573610843782,139.66498103786157,Private room,11186,2,66,1,m130032312,72.16774193548387,False,5593
777054185286978579,2 train stops to Shinjuku Nishiguchi STA! 3ppl,Yuuri,Shinjuku Ku,35.7016,139.72141,Entire home/apt,15729,1,85,5,hotels and inns business act | 新宿区保健所 | 3新保衛環第57号,101.47741935483872,False,15729
777360946847379400,"3-minute walk from Asakusa, exclusive balcony, 2F",Yasuhiko,Taito Ku,35.71413431250406,139.79007023623694,Entire home/apt,19407,2,119,6,hotels and inns business act | 東京都台東区台東保健所 | 4台台健生環き第10139号,125.20645161290322,False,9704
777721932613969872,Built in 2020! 10 min. walk from the station,圭太,Suginami Ku,35.67175,139.65502,Entire home/apt,11827,2,14,25,m130032334,76.30322580645161,False,5914
777834603030153011,新宿の観光宿地域、大江戸線の東新宿駅山手線の新大久保駅に近、1LDK、MAX3人,Amazing,Shinjuku Ku,35.70458,139.70499,Entire home/apt,19909,2,74,26,hotels and inns business act | 新宿区保健所 | 26新保衛環第170号,128.44516129032257,False,9954
777887071021718829,三越精品，爱心之家，适合家庭入住！交通便利，购物方便！（日本桥4F）,Hironobu,Chuo Ku,35.6887733,139.7751514,Entire home/apt,25921,1,158,14,hotels and inns business act | 中央区保健所 | 31 中保生環き 第 143 号,167.23225806451612,False,25921
769404271061306491,池袋駅徒歩8分/新宿まで5分！/一軒家貸切/高速Wi-Fiが無制限/最大6名,Mochi,Toshima Ku,35.727874413449456,139.7034736576699,Entire home/apt,30571,3,55,4,m130032446,197.23225806451612,False,10190
769404603884261742,Shinjuku Warm House 2 bedrooms *English OK*,Eric,Shinjuku Ku,35.70010351636223,139.7072187368909,Entire home/apt,34000,1,82,110,hotels and inns business act | 新宿区保健所 | 2新保衛環第104号,219.3548387096774,False,34000
769785612494826999,Room3　Standard Twin スタンダードツインルーム,由美,Setagaya Ku,35.66496481302741,139.63090651744386,Private room,7840,1,18,5,m130031988,50.58064516129032,False,7840
769799445601835783,Room2   Double bedroom  ダブルベッドルーム,由美,Setagaya Ku,35.66496384582409,139.6308796953537,Private room,7480,1,4,5,m130031988,48.25806451612903,False,7480
770154214724153073,Shinjuku Warm House 2 bedrooms *English OK*,Eric,Shinjuku Ku,35.700102565926976,139.70722458645153,Entire home/apt,33857,1,27,110,hotels and inns business act | 新宿区保健所 | 2新保衛環第104号,218.43225806451613,False,33857
770503607298707482,4 minutes from Oshiage Station /Beautiful room a02,Sumyca,Sumida Ku,35.710825832234285,139.8159128938112,Entire home/apt,13532,1,40,32,m130032126,87.30322580645161,False,13532
770508544160671582,4 minutes from Oshiage Station /Beautiful room a03,Sumyca,Sumida Ku,35.71188,139.81749,Entire home/apt,14389,1,18,32,m130032127,92.83225806451613,False,14389
770512992935966218,4 minutes from Oshiage Station /Beautiful room b02,Sumyca,Sumida Ku,35.71099,139.81593,Entire home/apt,13532,1,32,32,m130032129,87.30322580645161,False,13532
770514203240024315,4 minutes from Oshiage Station /Beautiful room b03,Sumyca,Sumida Ku,35.71202,139.81592,Entire home/apt,13532,1,14,32,m130032130,87.30322580645161,False,13532
770515479738521909,4 minutes from Oshiage Station /Beautiful room b04,Sumyca,Sumida Ku,35.71191988441162,139.8176481701026,Entire home/apt,13532,1,25,32,m130032131,87.30322580645161,False,13532
770516639909379114,4 minutes from Oshiage Station /Beautiful room c01,Sumyca,Sumida Ku,35.71007,139.81631,Entire home/apt,13532,1,37,32,m130032132,87.30322580645161,False,13532
770517715526408606,4 minutes from Oshiage Station /Beautiful room c02,Sumyca,Sumida Ku,35.71232275359352,139.81614559125998,Entire home/apt,14389,1,22,32,m130032133,92.83225806451613,False,14389
770518938700778385,4 minutes from Oshiage Station /Beautiful room c03,Sumyca,Sumida Ku,35.71236,139.81759,Entire home/apt,14389,1,38,32,m130032134,92.83225806451613,False,14389
770520277007031575,4 minutes from Oshiage Station /Beautiful room c04,Sumyca,Sumida Ku,35.71212249697987,139.8174414300356,Entire home/apt,13532,1,28,32,m130032135,87.30322580645161,False,13532
770521604910881520,4 minutes from Oshiage Station /Beautiful room d01,Sumyca,Sumida Ku,35.71088,139.81792,Entire home/apt,13532,1,34,32,m130032136,87.30322580645161,False,13532
770522768317407584,4 minutes from Oshiage Station /Beautiful room d02,Sumyca,Sumida Ku,35.71064985198411,139.8179803748302,Entire home/apt,13532,1,34,32,m130032137,87.30322580645161,False,13532
770523862979877576,4 minutes from Oshiage Station /Beautiful room d03,Sumyca,Sumida Ku,35.71019,139.81715,Entire home/apt,13532,1,31,32,m130032138,87.30322580645161,False,13532
770525010675875484,4 minutes from Oshiage Station /Beautiful room d04,Sumyca,Sumida Ku,35.712325965442425,139.81735884154224,Entire home/apt,13532,1,26,32,m130032139,87.30322580645161,False,13532
770526188843810847,4 minutes from Oshiage Station /Beautiful room e01,Sumyca,Sumida Ku,35.712106322951705,139.81569408680437,Entire home/apt,13532,1,45,32,m130032140,87.30322580645161,False,13532
770527267293543385,4 minutes from Oshiage Station /Beautiful room e02,Sumyca,Sumida Ku,35.71241,139.81771,Entire home/apt,13532,1,33,32,m130032141,87.30322580645161,False,13532
770528525326503793,4 minutes from Oshiage Station /Beautiful room e03,Sumyca,Sumida Ku,35.71218446867553,139.8165292873292,Entire home/apt,14389,1,26,32,m130032142,92.83225806451613,False,14389
770544432461972058,Classic Suite Omotesando,Miwako,Shibuya Ku,35.67043249975258,139.70948087975276,Private room,50499,2,15,1,m130032349,325.8,False,25250
770572469304182091,22年12月オープン/丸ごと貸切60㎡ Netflix放題/目の前にコンビニある/かっぱ橋道具街近く,Asako,Taito Ku,35.72227,139.79219,Entire home/apt,44750,2,57,10,hotels and inns business act | 東京都台東区台東保健所 | 6台台健生環き第10133号,288.7096774193548,False,22375
770589391935393438,100㎡/葛飾区 新築同様の綺麗な戸建て 一棟貸し,At,Katsushika Ku,35.75041019379259,139.84008375687966,Entire home/apt,39439,2,77,1,hotels and inns business act | 葛飾区保健所 | 4葛保生環令第178号,254.44516129032257,False,19720
770627298784185853,最大７名様/浅草まで1駅/3階と4階貸切/広い5LDK /専用トイレ3つ/スカイツリー/屋上で喫煙可,Kasumi,Arakawa Ku,35.7299378,139.7967839,Private room,21518,2,82,2,hotels and inns business act | 荒川区保健所 | ５荒保衛環き(三)第１号,138.8258064516129,False,10759
770704399164721376,KAB Library and Residency 想像力の羽をもつ古民家長屋,Kuu,Sumida Ku,35.7134901,139.8211414,Entire home/apt,10260,2,15,6,hotels and inns business act | 墨田区保健所 | 31墨福衛生環第380号,66.19354838709677,False,5130
770833110674004698,静かな街で近くに有名な温泉、公園と大型スーパーもあり、便利な場所です。,龍也,Itabashi Ku,35.77338,139.69003,Entire home/apt,6293,10,36,10,m130031847,40.6,False,629
771097546916781586,2 min by station・Direct to Narita / Haneda airport,Qiu,Sumida Ku,35.71298,139.8128,Entire home/apt,32571,4,87,23,hotels and inns business act | 墨田区保健所 | 2墨福衛生環第421号,210.13548387096773,False,8143
771295193034342879,Good access /no transfer to Shinjuku Station/404,圭太,Shibuya Ku,35.6776139,139.6822573,Entire home/apt,14121,2,24,14,m130032049,91.10322580645162,False,7060
771308240492341279,Good access /no transfer to Shinjuku Station/103,圭太,Shibuya Ku,35.67739866472296,139.68325387656066,Entire home/apt,14707,2,39,14,m130032037,94.88387096774194,False,7354
771310010708176932,S-k Mansion104,圭太,Shibuya Ku,35.67850951846773,139.6815402327639,Entire home/apt,14121,1,27,14,m130032038,91.10322580645162,False,14121
771321512517413975,"Shibuya-ku area/Short, long-term stays welcome/203",圭太,Shibuya Ku,35.676901884556,139.6833078009142,Entire home/apt,14121,1,18,14,m130032041,91.10322580645162,False,14121
771323403880824864,Popular Shibuya Ward area/furnished/free Wi-Fi/b04,圭太,Shibuya Ku,35.6786,139.68263,Entire home/apt,14121,1,4,14,m130032042,91.10322580645162,False,14121
771346452416707499,Shibuya-ku area/ d02,圭太,Shibuya Ku,35.676465142526176,139.68271244458413,Entire home/apt,14121,1,17,14,m130032048,91.10322580645162,False,14121
771412743215600641,"Shibuya-ku area/Short, long-term stays welcome/501",圭太,Shibuya Ku,35.67864,139.68326,Entire home/apt,14121,1,36,14,m130032050,91.10322580645162,False,14121
771593792949762868,新宿徒步圈 有民宿许可 紧邻希尔顿酒店,Dong,Shinjuku Ku,35.69648,139.69115,Entire home/apt,25714,2,42,13,m130037919,165.8967741935484,False,12857
771897935381421182,JR山手线池袋站步行约12分钟/最大入住5人/直达新宿5分钟，涩谷11分/201室,Beihao,Toshima Ku,35.7343333,139.7200004,Entire home/apt,22299,2,45,14,m130032531,143.86451612903227,False,11150
771944490179906590,2BR - Perfect for Family with Kids - for 5 guests,Yong,Katsushika Ku,35.74731269999999,139.8298058,Entire home/apt,28213,1,54,4,hotels and inns business act | 葛飾区保健所 | 31葛保生環第385号,182.0193548387097,False,28213
771961086838582948,安心、安い綺麗上野、浅草寺、スカイツリー周囲、地下鉄に徒歩2分、1分コンビニ、2分銭湯,Izumi,Taito Ku,35.71268,139.78478,Private room,8245,1,12,13,hotels and inns business act | 東京都台東区台東保健所 | 29台台健生環き第215号,53.193548387096776,False,8245
771989934762111605,2min walk from Ueno Sta/with a kitchen/ D type,Stayme,Taito Ku,35.71588,139.7786,Private room,44961,1,40,31,hotels and inns business act | 東京都台東区台東保健所 | 4台台健生環き第10086号,290.0709677419355,False,44961
772086160131095828,Tokyo Nakadai /全新裝修/獨立雙層樓/高速Wi-Fi/月租優惠/日英中溝通,Kazune,Itabashi Ku,35.767733789451384,139.68025287081477,Entire home/apt,14714,2,14,9,m130034322,94.92903225806451,False,7357
772130805176561682,大切な友人との素敵な時間を。歓送迎会に、社内行事に、駅徒歩3分。ダーツ、ボードゲーム、カードゲーム。,川口,Ota Ku,35.563371534689075,139.69731298269136,Entire home/apt,63200,1,52,3,m130032233,407.741935483871,False,63200
772227958697194574,30% off monthly(1~2 p)Roppongi area. Haneda 30min,Tatsunari,Minato Ku,35.6474318,139.7367266,Private room,8730,28,2,21,hotels and inns business act | 港区みなと保健所 | 3港み生環き第130号,56.32258064516129,False,312
772256405681514876,NewOpen! ① Direct access to Shinjuku/Asakusa/Wifi,浩史,Taito Ku,35.69927,139.78391,Entire home/apt,14397,1,184,135,hotels and inns business act | 東京都台東区台東保健所 | 4台台健生環き第10124号,92.88387096774194,False,14397
772602292233078849,PAL301号室　新宿エリア　ニューオープン,塩野,Shinjuku Ku,35.70283575528997,139.70890080103527,Entire home/apt,14142,2,37,8,hotels and inns business act | 新宿区保健所 | 2新保衛環70号,91.23870967741935,False,7071
772614198751867328,PAL402号室　新宿エリア,塩野,Shinjuku Ku,35.7021179,139.7079584,Entire home/apt,15863,2,79,8,hotels and inns business act | 新宿区保健所 | 2新保衛環第70号,102.34193548387097,False,7932
772616752891015426,PAL401号室　新宿エリア,塩野,Shinjuku Ku,35.7021179,139.7079584,Entire home/apt,12880,2,51,8,hotels and inns business act | 新宿区保健所 | 2新保衛環第70号,83.09677419354838,False,6440
773049264518732219,Ouranos STAY 401｜京急蒲田駅徒歩4分｜プレミアムマットレス｜高速無料wifi,昌賢,Ota Ku,35.5592969,139.720569,Entire home/apt,18000,3,93,11,special economic zoning act | 4健生発第11615号,116.12903225806451,False,6000
773049271097256975,Ouranos STAY 201｜京急蒲田駅徒歩4分｜プレミアムマットレス｜高速無料wifi,昌賢,Ota Ku,35.55939714357044,139.72049374133348,Entire home/apt,17600,3,95,11,special economic zoning act | 4健生発第11615号,113.54838709677419,False,5867
